"V1" "V2" "V3" "V4" "V5" "V6"
255294787324.965 0.27582936688792 1.00986745138653e-05 8.7908227276057 245.986889915075 333758.805952966
265741487359.628 0.274701807827223 9.68740437645465e-06 10.1853070454672 294.366849435028 257707.517612725
288960050768.219 0.340669635867234 9.24189643468708e-06 9.96698537375778 301.359088947065 248899.103184231
284016408980.824 0.219842062438838 6.53021329082549e-06 12.5574358180165 200.084263049066 411676.437319256
280404820432.886 0.373776063304395 9.28504969459027e-06 10.6966415769421 333.506891157012 234433.94400645
259233283065.259 0.208974808664061 9.80001929448918e-06 9.25749490503222 198.869781994727 342048.981813714
259151985868.812 0.109072134213056 1.02996812900528e-05 9.99711252516136 221.495685011614 245217.823782004
274050362361.595 0.331082092616707 1.052358339075e-05 10.26804236928 239.704508171417 259286.558632739
287078881263.733 0.283954924212303 9.61644606431946e-06 10.8102055708878 302.505103868898 249384.302203543
249676332296.804 0.251472874821629 1.00621056673117e-05 9.90424708928913 209.723025048152 311653.847680427
290534249041.229 0.194062329947483 9.52347939601168e-06 13.2534547895193 251.285021021031 202525.23039002
243775687436.573 0.338551532553975 9.81560762505978e-06 10.5348998820409 145.991861305665 312939.622993581
263255572272.465 0.292642040955834 9.42047623218969e-06 11.8670868081972 200.205213194713 217696.465821937
283606505370.699 0.214228998317849 8.66264241980389e-06 10.241506586317 248.319712171797 261804.230422713
267444479465.485 0.174351294736844 1.01996544911526e-05 11.3839044678025 230.298939475324 280076.466151513
267412896524.183 0.289286019001156 1.00351108354516e-05 6.98198977624997 227.538275273982 310004.482413642
248732307017.781 0.243892005269881 9.61494198068976e-06 12.2943025128916 324.0842501726 380721.016745083
260263372794.725 0.14774616395589 1.15505122649483e-05 10.84404284833 260.784436562099 222616.180847399
271051703440.025 0.228350004372187 7.77174852788449e-06 10.585260996595 319.283255308401 185117.000206374
278542166762.054 0.202789944708347 1.10831263312139e-05 7.22135395975783 146.634907105472 201396.260196343
